"","Date","Time","Depth","points"
"36789","6/4/2024",19:00:00,"17",4.818
"36790","6/4/2024",19:00:00,"13",5.128
"36791","6/4/2024",19:00:00,"11",5.179
"36792","6/4/2024",19:00:00,"9",5.308
"36793","6/4/2024",19:00:00,"7",5.385
"36794","6/4/2024",19:00:00,"5",5.437
"36795","6/4/2024",19:00:00,"1",6.864
"36796","6/4/2024",20:00:00,"33",4.324
"36797","6/4/2024",20:00:00,"31",4.272
"36798","6/4/2024",20:00:00,"29",4.376
"36799","6/4/2024",20:00:00,"27",4.506
"36800","6/4/2024",20:00:00,"25",4.48
"36801","6/4/2024",20:00:00,"23",4.558
"36802","6/4/2024",20:00:00,"21",4.61
"36803","6/4/2024",20:00:00,"19",4.662
"36804","6/4/2024",20:00:00,"17",4.792
"36805","6/4/2024",20:00:00,"13",5.05
"36806","6/4/2024",20:00:00,"11",5.154
"36807","6/4/2024",20:00:00,"9",5.334
"36808","6/4/2024",20:00:00,"7",5.36
"36809","6/4/2024",20:00:00,"5",5.514
"36810","6/4/2024",20:00:00,"1",6.889
"36811","6/4/2024",21:00:00,"33",4.35
"36812","6/4/2024",21:00:00,"31",4.298
"36813","6/4/2024",21:00:00,"29",4.402
"36814","6/4/2024",21:00:00,"27",4.532
"36815","6/4/2024",21:00:00,"25",4.48
"36816","6/4/2024",21:00:00,"23",4.636
"36817","6/4/2024",21:00:00,"21",4.61
"36818","6/4/2024",21:00:00,"19",4.636
"36819","6/4/2024",21:00:00,"17",4.74
"36820","6/4/2024",21:00:00,"13",4.844
"36821","6/4/2024",21:00:00,"11",5.076
"36822","6/4/2024",21:00:00,"9",5.282
"36823","6/4/2024",21:00:00,"7",5.385
"36824","6/4/2024",21:00:00,"5",5.616
"36825","6/4/2024",21:00:00,"1",6.914
"36826","6/4/2024",22:00:00,"33",4.402
"36827","6/4/2024",22:00:00,"31",4.298
"36828","6/4/2024",22:00:00,"29",4.402
"36829","6/4/2024",22:00:00,"27",4.506
"36830","6/4/2024",22:00:00,"25",4.454
"36831","6/4/2024",22:00:00,"23",4.61
"36832","6/4/2024",22:00:00,"21",4.636
"36833","6/4/2024",22:00:00,"19",4.61
"36834","6/4/2024",22:00:00,"17",4.74
"36835","6/4/2024",22:00:00,"13",4.921
"36836","6/4/2024",22:00:00,"11",5.179
"36837","6/4/2024",22:00:00,"9",5.231
"36838","6/4/2024",22:00:00,"7",5.36
"36839","6/4/2024",22:00:00,"5",5.565
"36840","6/4/2024",22:00:00,"1",6.889
"36841","6/4/2024",23:00:00,"33",4.454
"36842","6/4/2024",23:00:00,"31",4.376
"36843","6/4/2024",23:00:00,"29",4.454
"36844","6/4/2024",23:00:00,"27",4.506
"36845","6/4/2024",23:00:00,"25",4.454
"36846","6/4/2024",23:00:00,"23",4.662
"36847","6/4/2024",23:00:00,"21",4.714
"36848","6/4/2024",23:00:00,"19",4.662
"36849","6/4/2024",23:00:00,"17",4.869
"36850","6/4/2024",23:00:00,"13",5.102
"36851","6/4/2024",23:00:00,"11",5.257
"36852","6/4/2024",23:00:00,"9",5.282
"36853","6/4/2024",23:00:00,"7",5.488
"36854","6/4/2024",23:00:00,"5",5.565
"36855","6/4/2024",23:00:00,"1",6.813
"36856","6/5/2024",00:00:00,"33",4.506
"36857","6/5/2024",00:00:00,"31",4.402
"36858","6/5/2024",00:00:00,"29",4.48
"36859","6/5/2024",00:00:00,"27",4.532
"36860","6/5/2024",00:00:00,"25",4.402
"36861","6/5/2024",00:00:00,"23",4.688
"36862","6/5/2024",00:00:00,"21",4.688
"36863","6/5/2024",00:00:00,"19",4.662
"36864","6/5/2024",00:00:00,"17",4.844
"36865","6/5/2024",00:00:00,"13",5.05
"36866","6/5/2024",00:00:00,"11",5.205
"36867","6/5/2024",00:00:00,"9",5.334
"36868","6/5/2024",00:00:00,"7",5.462
"36869","6/5/2024",00:00:00,"5",5.565
"36870","6/5/2024",00:00:00,"1",6.585
"36871","6/5/2024",01:00:00,"33",4.532
"36872","6/5/2024",01:00:00,"31",4.454
"36873","6/5/2024",01:00:00,"29",4.506
"36874","6/5/2024",01:00:00,"27",4.558
"36875","6/5/2024",01:00:00,"25",4.506
"36876","6/5/2024",01:00:00,"23",4.662
"36877","6/5/2024",01:00:00,"21",4.688
"36878","6/5/2024",01:00:00,"19",4.714
"36879","6/5/2024",01:00:00,"17",4.869
"36880","6/5/2024",01:00:00,"13",4.947
"36881","6/5/2024",01:00:00,"11",5.102
"36882","6/5/2024",01:00:00,"9",5.308
"36883","6/5/2024",01:00:00,"7",5.385
"36884","6/5/2024",01:00:00,"5",5.591
"36885","6/5/2024",01:00:00,"1",6.611
"36886","6/5/2024",02:00:00,"33",4.454
"36887","6/5/2024",02:00:00,"31",4.48
"36888","6/5/2024",02:00:00,"29",4.532
"36889","6/5/2024",02:00:00,"27",4.61
"36890","6/5/2024",02:00:00,"25",4.558
"36891","6/5/2024",02:00:00,"23",4.74
"36892","6/5/2024",02:00:00,"21",4.74
"36893","6/5/2024",02:00:00,"19",4.714
"36894","6/5/2024",02:00:00,"17",4.792
"36895","6/5/2024",02:00:00,"13",4.973
"36896","6/5/2024",02:00:00,"11",5.102
"36897","6/5/2024",02:00:00,"9",5.282
"36898","6/5/2024",02:00:00,"7",5.334
"36899","6/5/2024",02:00:00,"5",5.462
"36900","6/5/2024",02:00:00,"1",6.914
"36901","6/5/2024",03:00:00,"33",4.454
"36902","6/5/2024",03:00:00,"31",4.402
"36903","6/5/2024",03:00:00,"29",4.48
"36904","6/5/2024",03:00:00,"27",4.558
"36905","6/5/2024",03:00:00,"25",4.48
"36906","6/5/2024",03:00:00,"23",4.662
"36907","6/5/2024",03:00:00,"21",4.74
"36908","6/5/2024",03:00:00,"19",4.714
"36909","6/5/2024",03:00:00,"17",4.895
"36910","6/5/2024",03:00:00,"13",5.05
"36911","6/5/2024",03:00:00,"11",5.179
"36912","6/5/2024",03:00:00,"9",5.205
"36913","6/5/2024",03:00:00,"7",5.308
"36914","6/5/2024",03:00:00,"5",5.462
"36915","6/5/2024",03:00:00,"1",6.611
"36916","6/5/2024",04:00:00,"33",4.428
"36917","6/5/2024",04:00:00,"31",4.376
"36918","6/5/2024",04:00:00,"29",4.454
"36919","6/5/2024",04:00:00,"27",4.61
"36920","6/5/2024",04:00:00,"25",4.532
"36921","6/5/2024",04:00:00,"23",4.714
"36922","6/5/2024",04:00:00,"21",4.688
"36923","6/5/2024",04:00:00,"19",4.688
"36924","6/5/2024",04:00:00,"17",4.766
"36925","6/5/2024",04:00:00,"13",5.05
"36926","6/5/2024",04:00:00,"11",5.205
"36927","6/5/2024",04:00:00,"9",5.257
"36928","6/5/2024",04:00:00,"7",5.36
"36929","6/5/2024",04:00:00,"5",5.462
"36930","6/5/2024",04:00:00,"1",6.737
"36931","6/5/2024",05:00:00,"33",4.376
"36932","6/5/2024",05:00:00,"31",4.35
"36933","6/5/2024",05:00:00,"29",4.454
"36934","6/5/2024",05:00:00,"27",4.584
"36935","6/5/2024",05:00:00,"25",4.48
"36936","6/5/2024",05:00:00,"23",4.61
"36937","6/5/2024",05:00:00,"21",4.636
"36938","6/5/2024",05:00:00,"19",4.61
"36939","6/5/2024",05:00:00,"17",4.74
"36940","6/5/2024",05:00:00,"13",5.076
"36941","6/5/2024",05:00:00,"11",5.231
"36942","6/5/2024",05:00:00,"9",5.257
"36943","6/5/2024",05:00:00,"7",5.385
"36944","6/5/2024",05:00:00,"5",5.437
"36945","6/5/2024",05:00:00,"1",6.737
"36946","6/5/2024",06:00:00,"33",4.428
"36947","6/5/2024",06:00:00,"31",4.402
"36948","6/5/2024",06:00:00,"29",4.48
"36949","6/5/2024",06:00:00,"27",4.558
"36950","6/5/2024",06:00:00,"25",4.48
"36951","6/5/2024",06:00:00,"23",4.636
"36952","6/5/2024",06:00:00,"21",4.662
"36953","6/5/2024",06:00:00,"19",4.61
"36954","6/5/2024",06:00:00,"17",4.766
"36955","6/5/2024",06:00:00,"13",5.102
"36956","6/5/2024",06:00:00,"11",5.257
"36957","6/5/2024",06:00:00,"9",5.282
"36958","6/5/2024",06:00:00,"7",5.462
"36959","6/5/2024",06:00:00,"5",5.462
"36960","6/5/2024",06:00:00,"1",6.788
"36961","6/5/2024",07:00:00,"33",4.48
"36962","6/5/2024",07:00:00,"31",4.402
"36963","6/5/2024",07:00:00,"29",4.506
"36964","6/5/2024",07:00:00,"27",4.584
"36965","6/5/2024",07:00:00,"25",4.506
"36966","6/5/2024",07:00:00,"23",4.662
"36967","6/5/2024",07:00:00,"21",4.662
"36968","6/5/2024",07:00:00,"19",4.662
"36969","6/5/2024",07:00:00,"17",4.74
"36970","6/5/2024",07:00:00,"13",5.05
"36971","6/5/2024",07:00:00,"11",5.205
"36972","6/5/2024",07:00:00,"9",5.334
"36973","6/5/2024",07:00:00,"7",5.462
"36974","6/5/2024",07:00:00,"5",5.514
"36975","6/5/2024",07:00:00,"1",6.712
"36976","6/5/2024",08:00:00,"33",4.454
"36977","6/5/2024",08:00:00,"31",4.402
"36978","6/5/2024",08:00:00,"29",4.506
"36979","6/5/2024",08:00:00,"27",4.584
"36980","6/5/2024",08:00:00,"25",4.48
"36981","6/5/2024",08:00:00,"23",4.662
"36982","6/5/2024",08:00:00,"21",4.662
"36983","6/5/2024",08:00:00,"19",4.61
"36984","6/5/2024",08:00:00,"17",4.714
"36985","6/5/2024",08:00:00,"13",4.818
"36986","6/5/2024",08:00:00,"11",5.05
"36987","6/5/2024",08:00:00,"9",5.308
"36988","6/5/2024",08:00:00,"7",5.36
"36989","6/5/2024",08:00:00,"5",5.514
"36990","6/5/2024",08:00:00,"1",6.535
"36991","6/5/2024",09:00:00,"33",4.48
"36992","6/5/2024",09:00:00,"31",4.48
"36993","6/5/2024",09:00:00,"29",4.584
"36994","6/5/2024",09:00:00,"27",4.636
"36995","6/5/2024",09:00:00,"25",4.532
"36996","6/5/2024",09:00:00,"23",4.662
"36997","6/5/2024",09:00:00,"21",4.688
"36998","6/5/2024",09:00:00,"19",4.636
"36999","6/5/2024",09:00:00,"17",4.74
"37000","6/5/2024",09:00:00,"13",5.102
"37001","6/5/2024",09:00:00,"11",5.231
"37002","6/5/2024",09:00:00,"9",5.179
"37003","6/5/2024",09:00:00,"7",5.411
"37004","6/5/2024",09:00:00,"5",5.488
"37005","6/5/2024",09:00:00,"1",6.255
"37006","6/5/2024",10:00:00,"33",4.454
"37007","6/5/2024",10:00:00,"31",4.558
"37008","6/5/2024",10:00:00,"29",4.688
"37009","6/5/2024",10:00:00,"27",4.766
"37010","6/5/2024",10:00:00,"25",4.636
"37011","6/5/2024",10:00:00,"23",4.766
"37012","6/5/2024",10:00:00,"21",4.766
"37013","6/5/2024",10:00:00,"19",4.74
"37014","6/5/2024",10:00:00,"17",4.869
"37015","6/5/2024",10:00:00,"13",4.999
"37016","6/5/2024",10:00:00,"11",5.128
"37017","6/5/2024",10:00:00,"9",5.334
"37018","6/5/2024",10:00:00,"7",5.411
"37019","6/5/2024",10:00:00,"5",5.898
"37020","6/5/2024",10:00:00,"1",6.331
"37021","6/5/2024",11:00:00,"33",4.48
"37022","6/5/2024",11:00:00,"31",4.402
"37023","6/5/2024",11:00:00,"29",4.532
"37024","6/5/2024",11:00:00,"27",4.766
"37025","6/5/2024",11:00:00,"25",4.714
"37026","6/5/2024",11:00:00,"23",4.844
"37027","6/5/2024",11:00:00,"21",4.869
"37028","6/5/2024",11:00:00,"19",4.818
"37029","6/5/2024",11:00:00,"17",4.869
"37030","6/5/2024",11:00:00,"13",4.947
"37031","6/5/2024",11:00:00,"11",5.154
"37032","6/5/2024",11:00:00,"9",5.257
"37033","6/5/2024",11:00:00,"7",5.437
"37034","6/5/2024",11:00:00,"5",5.77
"37035","6/5/2024",11:00:00,"1",6.281
"37036","6/5/2024",12:00:00,"33",4.506
"37037","6/5/2024",12:00:00,"31",4.402
"37038","6/5/2024",12:00:00,"29",4.532
"37039","6/5/2024",12:00:00,"27",4.766
"37040","6/5/2024",12:00:00,"25",4.766
"37041","6/5/2024",12:00:00,"23",4.895
"37042","6/5/2024",12:00:00,"21",4.869
"37043","6/5/2024",12:00:00,"19",4.844
"37044","6/5/2024",12:00:00,"17",4.921
"37045","6/5/2024",12:00:00,"13",4.973
"37046","6/5/2024",12:00:00,"11",5.102
"37047","6/5/2024",12:00:00,"9",5.231
"37048","6/5/2024",12:00:00,"7",5.565
"37049","6/5/2024",12:00:00,"5",5.949
"37050","6/5/2024",12:00:00,"1",6.204
"37051","6/5/2024",13:00:00,"33",4.35
"37052","6/5/2024",13:00:00,"31",4.298
"37053","6/5/2024",13:00:00,"29",4.402
"37054","6/5/2024",13:00:00,"27",4.506
"37055","6/5/2024",13:00:00,"25",4.402
"37056","6/5/2024",13:00:00,"23",4.532
"37057","6/5/2024",13:00:00,"21",4.636
"37058","6/5/2024",13:00:00,"19",4.688
"37059","6/5/2024",13:00:00,"17",4.818
"37060","6/5/2024",13:00:00,"13",4.921
"37061","6/5/2024",13:00:00,"11",5.024
"37062","6/5/2024",13:00:00,"9",5.334
"37063","6/5/2024",13:00:00,"7",5.282
"37064","6/5/2024",13:00:00,"5",5.821
"37065","6/5/2024",13:00:00,"1",6.051
"37066","6/5/2024",14:00:00,"33",4.402
"37067","6/5/2024",14:00:00,"31",4.35
"37068","6/5/2024",14:00:00,"29",4.454
"37069","6/5/2024",14:00:00,"27",4.48
"37070","6/5/2024",14:00:00,"25",4.376
"37071","6/5/2024",14:00:00,"23",4.558
"37072","6/5/2024",14:00:00,"21",4.636
"37073","6/5/2024",14:00:00,"19",4.688
"37074","6/5/2024",14:00:00,"17",4.818
"37075","6/5/2024",14:00:00,"13",4.844
"37076","6/5/2024",14:00:00,"11",5.05
"37077","6/5/2024",14:00:00,"9",5.154
"37078","6/5/2024",14:00:00,"7",5.565
"37079","6/5/2024",14:00:00,"5",5.77
"37080","6/5/2024",14:00:00,"1",5.949
"37081","6/5/2024",15:00:00,"33",4.532
"37082","6/5/2024",15:00:00,"31",4.428
"37083","6/5/2024",15:00:00,"29",4.506
"37084","6/5/2024",15:00:00,"27",4.662
"37085","6/5/2024",15:00:00,"25",4.662
"37086","6/5/2024",15:00:00,"23",4.792
"37087","6/5/2024",15:00:00,"21",4.818
"37088","6/5/2024",15:00:00,"19",4.766
"37089","6/5/2024",15:00:00,"17",4.869
"37090","6/5/2024",15:00:00,"13",5.024
"37091","6/5/2024",15:00:00,"11",5.385
"37092","6/5/2024",15:00:00,"9",5.539
"37093","6/5/2024",15:00:00,"7",5.668
"37094","6/5/2024",15:00:00,"5",5.693
"37095","6/5/2024",15:00:00,"1",5.872
"37096","6/5/2024",16:00:00,"33",4.532
"37097","6/5/2024",16:00:00,"31",4.48
"37098","6/5/2024",16:00:00,"29",4.558
"37099","6/5/2024",16:00:00,"27",4.662
"37100","6/5/2024",16:00:00,"25",4.532
"37101","6/5/2024",16:00:00,"23",4.688
"37102","6/5/2024",16:00:00,"21",4.688
"37103","6/5/2024",16:00:00,"19",4.636
"37104","6/5/2024",16:00:00,"17",4.818
"37105","6/5/2024",16:00:00,"13",5.334
"37106","6/5/2024",16:00:00,"11",5.539
"37107","6/5/2024",16:00:00,"9",5.565
"37108","6/5/2024",16:00:00,"7",5.693
"37109","6/5/2024",16:00:00,"5",5.693
"37110","6/5/2024",16:00:00,"1",5.898
"37111","6/5/2024",17:00:00,"33",4.48
"37112","6/5/2024",17:00:00,"31",4.428
"37113","6/5/2024",17:00:00,"29",4.506
"37114","6/5/2024",17:00:00,"27",4.61
"37115","6/5/2024",17:00:00,"25",4.584
"37116","6/5/2024",17:00:00,"23",4.714
"37117","6/5/2024",17:00:00,"21",4.792
"37118","6/5/2024",17:00:00,"19",4.844
"37119","6/5/2024",17:00:00,"17",4.947
"37120","6/5/2024",17:00:00,"13",5.437
"37121","6/5/2024",17:00:00,"11",5.642
"37122","6/5/2024",17:00:00,"9",5.693
"37123","6/5/2024",17:00:00,"7",5.796
"37124","6/5/2024",17:00:00,"5",5.77
"37125","6/5/2024",17:00:00,"1",6.128
"37126","6/5/2024",18:00:00,"33",4.298
"37127","6/5/2024",18:00:00,"31",4.35
"37128","6/5/2024",18:00:00,"29",4.454
"37129","6/5/2024",18:00:00,"27",4.636
"37130","6/5/2024",18:00:00,"25",4.558
"37131","6/5/2024",18:00:00,"23",4.74
"37132","6/5/2024",18:00:00,"21",4.844
"37133","6/5/2024",18:00:00,"19",4.766
"37134","6/5/2024",18:00:00,"17",4.999
"37135","6/5/2024",18:00:00,"13",5.514
"37136","6/5/2024",18:00:00,"11",5.591
"37137","6/5/2024",18:00:00,"9",5.745
"37138","6/5/2024",18:00:00,"7",5.847
"37139","6/5/2024",18:00:00,"5",5.924
"37140","6/5/2024",18:00:00,"1",6.128
"37141","6/5/2024",19:00:00,"33",4.22
"37142","6/5/2024",19:00:00,"31",4.194
"37143","6/5/2024",19:00:00,"29",4.35
"37144","6/5/2024",19:00:00,"27",4.48
"37145","6/5/2024",19:00:00,"25",4.532
"37146","6/5/2024",19:00:00,"23",4.688
"37147","6/5/2024",19:00:00,"21",4.714
"37148","6/5/2024",19:00:00,"19",4.766
"37149","6/5/2024",19:00:00,"17",4.844
"37150","6/5/2024",19:00:00,"13",5.257
"37151","6/5/2024",19:00:00,"11",5.616
"37152","6/5/2024",19:00:00,"9",5.719
"37153","6/5/2024",19:00:00,"7",5.898
"37154","6/5/2024",19:00:00,"5",5.898
"37155","6/5/2024",19:00:00,"1",6.331
"37156","6/5/2024",20:00:00,"33",4.246
"37157","6/5/2024",20:00:00,"31",4.168
"37158","6/5/2024",20:00:00,"29",4.246
"37159","6/5/2024",20:00:00,"27",4.402
"37160","6/5/2024",20:00:00,"25",4.402
"37161","6/5/2024",20:00:00,"23",4.662
"37162","6/5/2024",20:00:00,"21",4.792
"37163","6/5/2024",20:00:00,"19",4.818
"37164","6/5/2024",20:00:00,"17",4.921
"37165","6/5/2024",20:00:00,"13",5.616
"37166","6/5/2024",20:00:00,"11",5.77
"37167","6/5/2024",20:00:00,"9",5.77
"37168","6/5/2024",20:00:00,"7",5.898
"37169","6/5/2024",20:00:00,"5",5.924
"37170","6/5/2024",20:00:00,"1",6.458
"37171","6/5/2024",21:00:00,"33",4.246
"37172","6/5/2024",21:00:00,"31",4.194
"37173","6/5/2024",21:00:00,"29",4.298
"37174","6/5/2024",21:00:00,"27",4.428
"37175","6/5/2024",21:00:00,"25",4.35
"37176","6/5/2024",21:00:00,"23",4.636
"37177","6/5/2024",21:00:00,"21",4.688
"37178","6/5/2024",21:00:00,"19",4.818
"37179","6/5/2024",21:00:00,"17",4.999
"37180","6/5/2024",21:00:00,"13",5.565
"37181","6/5/2024",21:00:00,"11",5.719
"37182","6/5/2024",21:00:00,"9",5.898
"37183","6/5/2024",21:00:00,"7",5.924
"37184","6/5/2024",21:00:00,"5",5.924
"37185","6/5/2024",21:00:00,"1",6.839
"37186","6/5/2024",22:00:00,"33",4.246
"37187","6/5/2024",22:00:00,"31",4.168
"37188","6/5/2024",22:00:00,"29",4.324
"37189","6/5/2024",22:00:00,"27",4.506
"37190","6/5/2024",22:00:00,"25",4.506
"37191","6/5/2024",22:00:00,"23",4.61
"37192","6/5/2024",22:00:00,"21",4.688
"37193","6/5/2024",22:00:00,"19",4.844
"37194","6/5/2024",22:00:00,"17",5.076
"37195","6/5/2024",22:00:00,"13",5.205
"37196","6/5/2024",22:00:00,"11",5.745
"37197","6/5/2024",22:00:00,"9",5.847
"37198","6/5/2024",22:00:00,"7",5.898
"37199","6/5/2024",22:00:00,"5",5.949
"37200","6/5/2024",22:00:00,"1",6.914
"37201","6/5/2024",23:00:00,"33",4.246
"37202","6/5/2024",23:00:00,"31",4.194
"37203","6/5/2024",23:00:00,"29",4.35
"37204","6/5/2024",23:00:00,"27",4.532
"37205","6/5/2024",23:00:00,"25",4.454
"37206","6/5/2024",23:00:00,"23",4.558
"37207","6/5/2024",23:00:00,"21",4.662
"37208","6/5/2024",23:00:00,"19",4.688
"37209","6/5/2024",23:00:00,"17",5.076
"37210","6/5/2024",23:00:00,"13",5.282
"37211","6/5/2024",23:00:00,"11",5.565
"37212","6/5/2024",23:00:00,"9",5.898
"37213","6/5/2024",23:00:00,"7",5.924
"37214","6/5/2024",23:00:00,"5",5.949
"37215","6/5/2024",23:00:00,"1",6.56
"37216","6/6/2024",00:00:00,"33",4.298
"37217","6/6/2024",00:00:00,"31",4.298
"37218","6/6/2024",00:00:00,"29",4.428
"37219","6/6/2024",00:00:00,"27",4.532
"37220","6/6/2024",00:00:00,"25",4.454
"37221","6/6/2024",00:00:00,"23",4.61
"37222","6/6/2024",00:00:00,"21",4.636
"37223","6/6/2024",00:00:00,"19",4.61
"37224","6/6/2024",00:00:00,"17",4.844
"37225","6/6/2024",00:00:00,"13",5.257
"37226","6/6/2024",00:00:00,"11",5.719
"37227","6/6/2024",00:00:00,"9",5.821
"37228","6/6/2024",00:00:00,"7",5.898
"37229","6/6/2024",00:00:00,"5",5.949
"37230","6/6/2024",00:00:00,"1",6.763
"37231","6/6/2024",01:00:00,"33",4.35
"37232","6/6/2024",01:00:00,"31",4.272
"37233","6/6/2024",01:00:00,"29",4.376
"37234","6/6/2024",01:00:00,"27",4.48
"37235","6/6/2024",01:00:00,"25",4.402
"37236","6/6/2024",01:00:00,"23",4.558
"37237","6/6/2024",01:00:00,"21",4.636
"37238","6/6/2024",01:00:00,"19",4.61
"37239","6/6/2024",01:00:00,"17",4.869
"37240","6/6/2024",01:00:00,"13",5.257
"37241","6/6/2024",01:00:00,"11",5.719
"37242","6/6/2024",01:00:00,"9",5.872
"37243","6/6/2024",01:00:00,"7",5.924
"37244","6/6/2024",01:00:00,"5",5.975
"37245","6/6/2024",01:00:00,"1",6.763
"37246","6/6/2024",02:00:00,"33",4.376
"37247","6/6/2024",02:00:00,"31",4.298
"37248","6/6/2024",02:00:00,"29",4.35
"37249","6/6/2024",02:00:00,"27",4.402
"37250","6/6/2024",02:00:00,"25",4.298
"37251","6/6/2024",02:00:00,"23",4.532
"37252","6/6/2024",02:00:00,"21",4.636
"37253","6/6/2024",02:00:00,"19",4.61
"37254","6/6/2024",02:00:00,"17",4.921
"37255","6/6/2024",02:00:00,"13",5.154
"37256","6/6/2024",02:00:00,"11",5.411
"37257","6/6/2024",02:00:00,"9",5.847
"37258","6/6/2024",02:00:00,"7",5.924
"37259","6/6/2024",02:00:00,"5",5.949
"37260","6/6/2024",02:00:00,"1",6.661
"37261","6/6/2024",03:00:00,"33",4.35
"37262","6/6/2024",03:00:00,"31",4.298
"37263","6/6/2024",03:00:00,"29",4.376
"37264","6/6/2024",03:00:00,"27",4.428
"37265","6/6/2024",03:00:00,"25",4.35
"37266","6/6/2024",03:00:00,"23",4.558
"37267","6/6/2024",03:00:00,"21",4.61
"37268","6/6/2024",03:00:00,"19",4.584
"37269","6/6/2024",03:00:00,"17",4.766
"37270","6/6/2024",03:00:00,"13",4.999
"37271","6/6/2024",03:00:00,"11",5.334
"37272","6/6/2024",03:00:00,"9",5.745
"37273","6/6/2024",03:00:00,"7",5.949
"37274","6/6/2024",03:00:00,"5",5.949
"37275","6/6/2024",03:00:00,"1",6.763
"37276","6/6/2024",04:00:00,"33",4.35
"37277","6/6/2024",04:00:00,"31",4.272
"37278","6/6/2024",04:00:00,"29",4.402
"37279","6/6/2024",04:00:00,"27",4.454
"37280","6/6/2024",04:00:00,"25",4.35
"37281","6/6/2024",04:00:00,"23",4.506
"37282","6/6/2024",04:00:00,"21",4.662
"37283","6/6/2024",04:00:00,"19",4.61
"37284","6/6/2024",04:00:00,"17",4.766
"37285","6/6/2024",04:00:00,"13",4.973
"37286","6/6/2024",04:00:00,"11",5.308
"37287","6/6/2024",04:00:00,"9",5.745
"37288","6/6/2024",04:00:00,"7",5.924
"37289","6/6/2024",04:00:00,"5",5.975
"37290","6/6/2024",04:00:00,"1",6.788
"37291","6/6/2024",05:00:00,"33",4.298
"37292","6/6/2024",05:00:00,"31",4.246
"37293","6/6/2024",05:00:00,"29",4.428
"37294","6/6/2024",05:00:00,"27",4.506
"37295","6/6/2024",05:00:00,"25",4.376
"37296","6/6/2024",05:00:00,"23",4.506
"37297","6/6/2024",05:00:00,"21",4.636
"37298","6/6/2024",05:00:00,"19",4.636
"37299","6/6/2024",05:00:00,"17",4.792
"37300","6/6/2024",05:00:00,"13",4.973
"37301","6/6/2024",05:00:00,"11",5.282
"37302","6/6/2024",05:00:00,"9",5.745
"37303","6/6/2024",05:00:00,"7",5.898
"37304","6/6/2024",05:00:00,"5",6.026
"37305","6/6/2024",05:00:00,"1",6.788
"37306","6/6/2024",06:00:00,"33",4.298
"37307","6/6/2024",06:00:00,"31",4.22
"37308","6/6/2024",06:00:00,"29",4.428
"37309","6/6/2024",06:00:00,"27",4.506
"37310","6/6/2024",06:00:00,"25",4.402
"37311","6/6/2024",06:00:00,"23",4.532
"37312","6/6/2024",06:00:00,"21",4.506
"37313","6/6/2024",06:00:00,"19",4.558
"37314","6/6/2024",06:00:00,"17",4.766
"37315","6/6/2024",06:00:00,"13",4.895
"37316","6/6/2024",06:00:00,"11",4.999
"37317","6/6/2024",06:00:00,"9",5.77
"37318","6/6/2024",06:00:00,"7",5.796
"37319","6/6/2024",06:00:00,"5",5.949
"37320","6/6/2024",06:00:00,"1",6.889
"37321","6/6/2024",07:00:00,"33",4.324
"37322","6/6/2024",07:00:00,"31",4.246
"37323","6/6/2024",07:00:00,"29",4.402
"37324","6/6/2024",07:00:00,"27",4.506
"37325","6/6/2024",07:00:00,"25",4.402
"37326","6/6/2024",07:00:00,"23",4.532
"37327","6/6/2024",07:00:00,"21",4.532
"37328","6/6/2024",07:00:00,"19",4.48
"37329","6/6/2024",07:00:00,"17",4.688
"37330","6/6/2024",07:00:00,"13",4.869
"37331","6/6/2024",07:00:00,"11",5.179
"37332","6/6/2024",07:00:00,"9",5.385
"37333","6/6/2024",07:00:00,"7",5.847
"37334","6/6/2024",07:00:00,"5",5.975
"37335","6/6/2024",07:00:00,"1",6.914
"37336","6/6/2024",08:00:00,"33",4.35
"37337","6/6/2024",08:00:00,"31",4.272
"37338","6/6/2024",08:00:00,"29",4.402
"37339","6/6/2024",08:00:00,"27",4.532
"37340","6/6/2024",08:00:00,"25",4.402
"37341","6/6/2024",08:00:00,"23",4.558
"37342","6/6/2024",08:00:00,"21",4.532
"37343","6/6/2024",08:00:00,"19",4.584
"37344","6/6/2024",08:00:00,"17",4.688
"37345","6/6/2024",08:00:00,"13",4.895
"37346","6/6/2024",08:00:00,"11",5.128
"37347","6/6/2024",08:00:00,"9",5.462
"37348","6/6/2024",08:00:00,"7",5.693
"37349","6/6/2024",08:00:00,"5",5.975
"37350","6/6/2024",08:00:00,"1",6.864
"37351","6/6/2024",09:00:00,"33",4.35
"37352","6/6/2024",09:00:00,"31",4.272
"37353","6/6/2024",09:00:00,"29",4.376
"37354","6/6/2024",09:00:00,"27",4.506
"37355","6/6/2024",09:00:00,"25",4.402
"37356","6/6/2024",09:00:00,"23",4.532
"37357","6/6/2024",09:00:00,"21",4.532
"37358","6/6/2024",09:00:00,"19",4.506
"37359","6/6/2024",09:00:00,"17",4.74
"37360","6/6/2024",09:00:00,"13",4.895
"37361","6/6/2024",09:00:00,"11",5.128
"37362","6/6/2024",09:00:00,"9",5.411
"37363","6/6/2024",09:00:00,"7",5.847
"37364","6/6/2024",09:00:00,"5",5.975
"37365","6/6/2024",09:00:00,"1",6.839
"37366","6/6/2024",10:00:00,"33",4.35
"37367","6/6/2024",10:00:00,"31",4.298
"37368","6/6/2024",10:00:00,"29",4.402
"37369","6/6/2024",10:00:00,"27",4.506
"37370","6/6/2024",10:00:00,"25",4.402
